source,relation,target,kind
TECH.information_technology.computing.computer_systems.edge_computer,OVERLAPS_WITH,TECH.information_technology.cloud_computing,explicit
TECH.information_technology.computing.computer_systems.mainframe_computer,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.minicomputer,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.minicomputer,HISTORICAL_SUCCESSOR,TECH.information_technology.computing.computer_systems.server,explicit
TECH.information_technology.computing.computer_systems.personal_computer,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.punched_card,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.punched_card,HISTORICAL_SUCCESSOR,TECH.information_technology.computing.computer_hardware.storage_technology.magnetic_tape_storage,explicit
TECH.information_technology.computing.computer_systems.server,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.slide_rule,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.slide_rule,HISTORICAL_SUCCESSOR,TECH.information_technology.computing.computer_systems.personal_computer,explicit
TECH.information_technology.computing.computer_systems.supercomputer,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.computer_systems.wearable_computer,SUBTECHNOLOGY_OF,TECH.information_technology.computing.computer_systems,parent
TECH.information_technology.computing.human_computer_interaction,SUBTECHNOLOGY_OF,TECH.information_technology.computing,parent
TECH.information_technology.computing.human_computer_interaction.brain_computer_interface,SUBTECHNOLOGY_OF,TECH.information_technology.computing.human_computer_interaction,parent
TECH.information_technology.computing.human_computer_interaction.brain_computer_interface,USES,TECH.artificial_intelligence.machine_learning,explicit
TECH.information_technology.computing.human_computer_interaction.command_line_interface,SUBTECHNOLOGY_OF,TECH.information_technology.computing.human_computer_interaction,parent
TECH.information_technology.computing.human_computer_interaction.gesture_interface,SUBTECHNOLOGY_OF,TECH.information_technology.computing.human_computer_interaction,parent
TECH.information_technology.computing.human_computer_interaction.gesture_interface,RELATED_TO,TECH.artificial_intelligence.computer_vision,explicit
TECH.information_technology.computing.human_computer_interaction.graphical_user_interface,SUBTECHNOLOGY_OF,TECH.information_technology.computing.human_computer_interaction,parent
TECH.information_technology.computing.human_computer_interaction.haptic_interface,SUBTECHNOLOGY_OF,TECH.information_technology.computing.human_computer_interaction,parent
TECH.information_technology.computing.human_computer_interaction.voice_user_interface,SUBTECHNOLOGY_OF,TECH.information_technology.computing.human_computer_interaction,parent
TECH.information_technology.computing.human_computer_interaction.voice_user_interface,RELATED_TO,TECH.artificial_intelligence.speech_technology.automatic_speech_recognition,explicit
TECH.information_technology.computing.software_technology,SUBTECHNOLOGY_OF,TECH.information_technology.computing,parent
TECH.information_technology.computing.software_technology.compiler_technology,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology,parent
TECH.information_technology.computing.software_technology.compiler_technology.interpreter,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.compiler_technology,parent
TECH.information_technology.computing.software_technology.compiler_technology.just_in_time_compilation,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.compiler_technology,parent
TECH.information_technology.computing.software_technology.operating_system,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology,parent
TECH.information_technology.computing.software_technology.operating_system.linux,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.operating_system,parent
TECH.information_technology.computing.software_technology.operating_system.mobile_operating_system,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.operating_system,parent
TECH.information_technology.computing.software_technology.operating_system.mobile_operating_system,RELATED_TO,TECH.information_technology.computing.computer_hardware.embedded_system,explicit
TECH.information_technology.computing.software_technology.operating_system.windows,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.operating_system,parent
TECH.information_technology.computing.software_technology.programming_paradigm,METHOD_OF,TECH.information_technology.computing.software_technology,parent
TECH.information_technology.computing.software_technology.programming_paradigm.functional_programming,METHOD_OF,TECH.information_technology.computing.software_technology.programming_paradigm,parent
TECH.information_technology.computing.software_technology.programming_paradigm.logic_programming,METHOD_OF,TECH.information_technology.computing.software_technology.programming_paradigm,parent
TECH.information_technology.computing.software_technology.programming_paradigm.object_oriented_programming,METHOD_OF,TECH.information_technology.computing.software_technology.programming_paradigm,parent
TECH.information_technology.computing.software_technology.runtime_environment,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology,parent
TECH.information_technology.computing.software_technology.runtime_environment.virtual_machine,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.runtime_environment,parent
TECH.information_technology.computing.software_technology.software_engineering_methodology,METHOD_OF,TECH.information_technology.computing.software_technology,parent
TECH.information_technology.computing.software_technology.software_engineering_methodology.agile_software_development,METHOD_OF,TECH.information_technology.computing.software_technology.software_engineering_methodology,parent
TECH.information_technology.computing.software_technology.software_engineering_methodology.continuous_integration,METHOD_OF,TECH.information_technology.computing.software_technology.software_engineering_methodology,parent
TECH.information_technology.computing.software_technology.software_engineering_methodology.devops,METHOD_OF,TECH.information_technology.computing.software_technology.software_engineering_methodology,parent
TECH.information_technology.computing.software_technology.software_engineering_methodology.scrum,METHOD_OF,TECH.information_technology.computing.software_technology.software_engineering_methodology,parent
TECH.information_technology.computing.software_technology.virtualization,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology,parent
TECH.information_technology.computing.software_technology.virtualization.container_orchestration,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.virtualization,parent
TECH.information_technology.computing.software_technology.virtualization.containerization,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.virtualization,parent
TECH.information_technology.computing.software_technology.virtualization.hypervisor,SUBTECHNOLOGY_OF,TECH.information_technology.computing.software_technology.virtualization,parent
TECH.information_technology.cryptography,SUBTECHNOLOGY_OF,TECH.information_technology,parent
TECH.information_technology.cryptography,APPLICATION_OF,HK.mathematics,explicit
TECH.information_technology.cryptography.asymmetric_encryption,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.cryptographic_protocol,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.digital_signature,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.hash_function,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.homomorphic_encryption,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.post_quantum_cryptography,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.post_quantum_cryptography,RELATED_TO,TECH.information_technology.quantum_computing,explicit
TECH.information_technology.cryptography.public_key_infrastructure,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.symmetric_encryption,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.zero_knowledge_proof,SUBTECHNOLOGY_OF,TECH.information_technology.cryptography,parent
TECH.information_technology.cryptography.zero_knowledge_proof,USES,TECH.information_technology.cryptography.hash_function,explicit
TECH.information_technology.cybersecurity,SUBTECHNOLOGY_OF,TECH.information_technology,parent
TECH.information_technology.cybersecurity.application_security,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity,parent
TECH.information_technology.cybersecurity.endpoint_security,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity,parent
TECH.information_technology.cybersecurity.identity_and_access_management,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity,parent
TECH.information_technology.cybersecurity.identity_and_access_management.multi_factor_authentication,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity.identity_and_access_management,parent
TECH.information_technology.cybersecurity.network_security,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity,parent
TECH.information_technology.cybersecurity.network_security.firewall,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity.network_security,parent
TECH.information_technology.cybersecurity.network_security.intrusion_detection_system,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity.network_security,parent
TECH.information_technology.cybersecurity.network_security.virtual_private_network,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity.network_security,parent
TECH.information_technology.cybersecurity.network_security.zero_trust_architecture,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity.network_security,parent
TECH.information_technology.cybersecurity.penetration_testing,METHOD_OF,TECH.information_technology.cybersecurity,parent
TECH.information_technology.cybersecurity.threat_intelligence,SUBTECHNOLOGY_OF,TECH.information_technology.cybersecurity,parent
TECH.information_technology.cybersecurity.threat_intelligence,USES,TECH.artificial_intelligence.machine_learning,explicit
TECH.information_technology.data_technology,SUBTECHNOLOGY_OF,TECH.information_technology,parent
TECH.information_technology.data_technology,APPLICATION_OF,HK.data_science,explicit
TECH.information_technology.data_technology.batch_processing,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.big_data,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.data_lake,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.data_lakehouse,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.data_pipeline,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.data_warehouse,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.extract_transform_load,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.data_technology.stream_processing,SUBTECHNOLOGY_OF,TECH.information_technology.data_technology,parent
TECH.information_technology.database_technology,SUBTECHNOLOGY_OF,TECH.information_technology,parent
TECH.information_technology.database_technology,APPLICATION_OF,HK.computer_science,explicit
TECH.information_technology.database_technology.distributed_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.in_memory_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.newsql_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.nosql_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.nosql_database.document_store,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology.nosql_database,parent
TECH.information_technology.database_technology.nosql_database.graph_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology.nosql_database,parent
TECH.information_technology.database_technology.nosql_database.key_value_store,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology.nosql_database,parent
TECH.information_technology.database_technology.nosql_database.wide_column_store,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology.nosql_database,parent
TECH.information_technology.database_technology.relational_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.spatial_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.time_series_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.vector_database,SUBTECHNOLOGY_OF,TECH.information_technology.database_technology,parent
TECH.information_technology.database_technology.vector_database,USED_BY,TECH.artificial_intelligence.natural_language_processing.retrieval_augmented_generation,explicit
TECH.information_technology.networking,SUBTECHNOLOGY_OF,TECH.information_technology,parent
TECH.information_technology.networking.internet_technology,SUBTECHNOLOGY_OF,TECH.information_technology.networking,parent
TECH.information_technology.networking.internet_technology.content_delivery_network,SUBTECHNOLOGY_OF,TECH.information_technology.networking.internet_technology,parent
TECH.information_technology.networking.internet_technology.internet_of_things,SUBTECHNOLOGY_OF,TECH.information_technology.networking.internet_technology,parent
TECH.information_technology.networking.internet_technology.internet_of_things,RELATED_TO,TECH.information_technology.computing.computer_systems.edge_computer,explicit
TECH.information_technology.networking.internet_technology.internet_of_things,RELATED_TO,TECH.information_technology.networking.wireless_networking,explicit
TECH.information_technology.networking.internet_technology.web_assembly,SUBTECHNOLOGY_OF,TECH.information_technology.networking.internet_technology,parent
TECH.information_technology.networking.internet_technology.world_wide_web,SUBTECHNOLOGY_OF,TECH.information_technology.networking.internet_technology,parent
TECH.information_technology.networking.network_infrastructure,SUBTECHNOLOGY_OF,TECH.information_technology.networking,parent
TECH.information_technology.networking.network_infrastructure.load_balancer,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_infrastructure,parent
TECH.information_technology.networking.network_infrastructure.network_function_virtualization,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_infrastructure,parent
TECH.information_technology.networking.network_infrastructure.network_switch,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_infrastructure,parent
TECH.information_technology.networking.network_infrastructure.router,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_infrastructure,parent
TECH.information_technology.networking.network_infrastructure.software_defined_networking,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_infrastructure,parent
TECH.information_technology.networking.network_protocol,SUBTECHNOLOGY_OF,TECH.information_technology.networking,parent
TECH.information_technology.networking.network_protocol.domain_name_system,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_protocol,parent
TECH.information_technology.networking.network_protocol.ethernet,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_protocol,parent
TECH.information_technology.networking.network_protocol.http,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_protocol,parent
TECH.information_technology.networking.network_protocol.ipv6,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_protocol,parent
TECH.information_technology.networking.network_protocol.tcp_ip,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_protocol,parent
TECH.information_technology.networking.network_protocol.transport_layer_security,SUBTECHNOLOGY_OF,TECH.information_technology.networking.network_protocol,parent
TECH.information_technology.networking.wireless_networking,SUBTECHNOLOGY_OF,TECH.information_technology.networking,parent
TECH.information_technology.networking.wireless_networking.bluetooth,SUBTECHNOLOGY_OF,TECH.information_technology.networking.wireless_networking,parent
TECH.information_technology.networking.wireless_networking.lorawan,SUBTECHNOLOGY_OF,TECH.information_technology.networking.wireless_networking,parent
TECH.information_technology.networking.wireless_networking.near_field_communication,SUBTECHNOLOGY_OF,TECH.information_technology.networking.wireless_networking,parent
TECH.information_technology.networking.wireless_networking.ultra_wideband,SUBTECHNOLOGY_OF,TECH.information_technology.networking.wireless_networking,parent
TECH.information_technology.networking.wireless_networking.wifi,SUBTECHNOLOGY_OF,TECH.information_technology.networking.wireless_networking,parent
TECH.information_technology.networking.wireless_networking.zigbee,SUBTECHNOLOGY_OF,TECH.information_technology.networking.wireless_networking,parent
TECH.information_technology.quantum_computing,SUBTECHNOLOGY_OF,TECH.information_technology,parent
TECH.information_technology.quantum_computing,APPLICATION_OF,HK.physics,explicit
TECH.information_technology.quantum_computing.neutral_atom_qubit,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.photonic_quantum_computing,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.photonic_quantum_computing,RELATED_TO,TECH.photonics,explicit
TECH.information_technology.quantum_computing.quantum_algorithm,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.quantum_annealing,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.quantum_error_correction,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.quantum_networking,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.quantum_networking.quantum_internet,SUBFIELD_OF,TECH.information_technology.quantum_computing.quantum_networking,parent
TECH.information_technology.quantum_computing.quantum_networking.quantum_key_distribution,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing.quantum_networking,parent
TECH.information_technology.quantum_computing.quantum_networking.quantum_key_distribution,RELATED_TO,TECH.information_technology.cryptography.post_quantum_cryptography,explicit
TECH.information_technology.quantum_computing.quantum_networking.quantum_repeater,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing.quantum_networking,parent
TECH.information_technology.quantum_computing.quantum_simulation,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.superconducting_qubit,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.topological_qubit,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.information_technology.quantum_computing.trapped_ion_qubit,SUBTECHNOLOGY_OF,TECH.information_technology.quantum_computing,parent
TECH.manufacturing_technology,SUBTECHNOLOGY_OF,TECHNOLOGIES,parent
TECH.manufacturing_technology,APPLICATION_OF,HK.engineering,explicit
TECH.manufacturing_technology.additive_manufacturing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.additive_manufacturing,USES,TECH.manufacturing_technology.automation.computer_aided_design,explicit
TECH.manufacturing_technology.additive_manufacturing.binder_jetting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.additive_manufacturing,parent
TECH.manufacturing_technology.additive_manufacturing.fused_deposition_modeling,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.additive_manufacturing,parent
TECH.manufacturing_technology.additive_manufacturing.metal_3d_printing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.additive_manufacturing,parent
TECH.manufacturing_technology.additive_manufacturing.selective_laser_melting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.additive_manufacturing,parent
TECH.manufacturing_technology.additive_manufacturing.selective_laser_melting,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.additive_manufacturing.selective_laser_sintering,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.additive_manufacturing,parent
TECH.manufacturing_technology.additive_manufacturing.selective_laser_sintering,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.additive_manufacturing.stereolithography,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.additive_manufacturing,parent
TECH.manufacturing_technology.additive_manufacturing.stereolithography,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.automation,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.automation.computer_aided_design,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.automation,parent
TECH.manufacturing_technology.automation.computer_aided_manufacturing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.automation,parent
TECH.manufacturing_technology.automation.computer_aided_manufacturing,USES,TECH.manufacturing_technology.automation.computer_aided_design,explicit
TECH.manufacturing_technology.automation.flexible_manufacturing_system,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.automation,parent
TECH.manufacturing_technology.automation.programmable_logic_controller,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.automation,parent
TECH.manufacturing_technology.automation.supervisory_control_and_data_acquisition,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.automation,parent
TECH.manufacturing_technology.forming_processes,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.forming_processes.casting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes,parent
TECH.manufacturing_technology.forming_processes.casting.die_casting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes.casting,parent
TECH.manufacturing_technology.forming_processes.casting.investment_casting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes.casting,parent
TECH.manufacturing_technology.forming_processes.extrusion,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes,parent
TECH.manufacturing_technology.forming_processes.forging,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes,parent
TECH.manufacturing_technology.forming_processes.injection_molding,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes,parent
TECH.manufacturing_technology.forming_processes.stamping,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.forming_processes,parent
TECH.manufacturing_technology.industrial_robotics,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.industrial_robotics.articulated_robot,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.industrial_robotics,parent
TECH.manufacturing_technology.industrial_robotics.autonomous_mobile_robot,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.industrial_robotics,parent
TECH.manufacturing_technology.industrial_robotics.collaborative_robot,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.industrial_robotics,parent
TECH.manufacturing_technology.industrial_robotics.delta_robot,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.industrial_robotics,parent
TECH.manufacturing_technology.industrial_robotics.robotic_arm,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.industrial_robotics,parent
TECH.manufacturing_technology.industrial_robotics.scara_robot,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.industrial_robotics,parent
TECH.manufacturing_technology.joining_processes,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.joining_processes.adhesive_bonding,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.joining_processes,parent
TECH.manufacturing_technology.joining_processes.soldering,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.joining_processes,parent
TECH.manufacturing_technology.joining_processes.welding,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.joining_processes,parent
TECH.manufacturing_technology.joining_processes.welding.arc_welding,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.joining_processes.welding,parent
TECH.manufacturing_technology.joining_processes.welding.laser_welding,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.joining_processes.welding,parent
TECH.manufacturing_technology.joining_processes.welding.laser_welding,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.metrology,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.metrology.coordinate_measuring_machine,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.metrology,parent
TECH.manufacturing_technology.metrology.machine_vision_inspection,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.metrology,parent
TECH.manufacturing_technology.metrology.machine_vision_inspection,USES,TECH.artificial_intelligence.computer_vision,explicit
TECH.manufacturing_technology.metrology.nondestructive_testing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.metrology,parent
TECH.manufacturing_technology.microfabrication,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.microfabrication.chemical_mechanical_planarization,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.microfabrication,parent
TECH.manufacturing_technology.microfabrication.etching,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.microfabrication,parent
TECH.manufacturing_technology.microfabrication.extreme_ultraviolet_lithography,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.microfabrication,parent
TECH.manufacturing_technology.microfabrication.extreme_ultraviolet_lithography,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.microfabrication.photolithography,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.microfabrication,parent
TECH.manufacturing_technology.microfabrication.photolithography,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.microfabrication.photolithography,METHOD_FOR,TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,explicit
TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.microfabrication,parent
TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,USES,TECH.manufacturing_technology.microfabrication.photolithography,explicit
TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,USES,TECH.materials_technology.coating_technology.chemical_vapor_deposition,explicit
TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,RELATED_TO,TECH.materials_technology.semiconductor_materials.silicon,explicit
TECH.manufacturing_technology.microfabrication.semiconductor_fabrication,PRODUCES,TECH.information_technology.computing.computer_hardware.processor_technology.application_specific_integrated_circuit,explicit
TECH.manufacturing_technology.printing_technology,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.printing_technology.digital_printing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.printing_technology,parent
TECH.manufacturing_technology.printing_technology.movable_type_printing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.printing_technology,parent
TECH.manufacturing_technology.printing_technology.movable_type_printing,HISTORICAL_SUCCESSOR,TECH.manufacturing_technology.printing_technology.offset_printing,explicit
TECH.manufacturing_technology.printing_technology.offset_printing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.printing_technology,parent
TECH.manufacturing_technology.printing_technology.papermaking,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.printing_technology,parent
TECH.manufacturing_technology.printing_technology.woodblock_printing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.printing_technology,parent
TECH.manufacturing_technology.printing_technology.woodblock_printing,HISTORICAL_SUCCESSOR,TECH.manufacturing_technology.printing_technology.movable_type_printing,explicit
TECH.manufacturing_technology.smart_manufacturing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.smart_manufacturing.digital_twin,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.smart_manufacturing,parent
TECH.manufacturing_technology.smart_manufacturing.digital_twin,USES,TECH.manufacturing_technology.smart_manufacturing.industrial_internet_of_things,explicit
TECH.manufacturing_technology.smart_manufacturing.industrial_internet_of_things,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.smart_manufacturing,parent
TECH.manufacturing_technology.smart_manufacturing.industrial_internet_of_things,RELATED_TO,TECH.information_technology.networking.internet_technology.internet_of_things,explicit
TECH.manufacturing_technology.smart_manufacturing.lights_out_manufacturing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.smart_manufacturing,parent
TECH.manufacturing_technology.smart_manufacturing.predictive_maintenance,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.smart_manufacturing,parent
TECH.manufacturing_technology.smart_manufacturing.predictive_maintenance,USES,TECH.artificial_intelligence.machine_learning,explicit
TECH.manufacturing_technology.subtractive_manufacturing,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.subtractive_manufacturing,parent
TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining,USES,TECH.manufacturing_technology.automation.computer_aided_manufacturing,explicit
TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining.cnc_milling,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining,parent
TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining.cnc_turning,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining,parent
TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining.electrical_discharge_machining,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.subtractive_manufacturing.cnc_machining,parent
TECH.manufacturing_technology.subtractive_manufacturing.laser_cutting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.subtractive_manufacturing,parent
TECH.manufacturing_technology.subtractive_manufacturing.laser_cutting,USES,TECH.photonics.laser,explicit
TECH.manufacturing_technology.subtractive_manufacturing.waterjet_cutting,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.subtractive_manufacturing,parent
TECH.manufacturing_technology.surface_treatment,SUBTECHNOLOGY_OF,TECH.manufacturing_technology,parent
TECH.manufacturing_technology.surface_treatment.powder_coating,SUBTECHNOLOGY_OF,TECH.manufacturing_technology.surface_treatment,parent
