id,name,name_en,name_zh,type,parent,level,universe,description,historical,global
OCC.sports,Sports and Recreation,Sports and Recreation,体育与休闲,OCCUPATION,OCCUPATIONS,1,OCCUPATIONS,"Occupations in competitive sport, coaching, officiating and recreation.",0,1
OCC.sports.athletes,Athletes,Athletes,运动员,OCCUPATION,OCC.sports,2,OCCUPATIONS,Occupations competing in sport.,0,1
OCC.sports.athletes.individual_sport_athlete,Individual Sport Athlete,Individual Sport Athlete,,OCCUPATION,OCC.sports.athletes,3,OCCUPATIONS,Competes in individual sports.,0,1
OCC.sports.athletes.individual_sport_athlete.boxer,Boxer,Boxer,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in boxing.,0,1
OCC.sports.athletes.individual_sport_athlete.cyclist,Cyclist,Cyclist,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in cycling.,0,1
OCC.sports.athletes.individual_sport_athlete.equestrian,Equestrian,Equestrian,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes on horseback.,0,1
OCC.sports.athletes.individual_sport_athlete.golfer,Golfer,Golfer,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Plays golf.,0,1
OCC.sports.athletes.individual_sport_athlete.gymnast,Gymnast,Gymnast,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in gymnastics.,0,1
OCC.sports.athletes.individual_sport_athlete.martial_artist,Martial Artist,Martial Artist,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in martial arts.,0,1
OCC.sports.athletes.individual_sport_athlete.martial_artist.judo_practitioner,Judo Practitioner,Judo Practitioner,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete.martial_artist,5,OCCUPATIONS,Competes in judo.,0,1
OCC.sports.athletes.individual_sport_athlete.martial_artist.karate_practitioner,Karate Practitioner,Karate Practitioner,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete.martial_artist,5,OCCUPATIONS,Competes in karate.,0,1
OCC.sports.athletes.individual_sport_athlete.martial_artist.wrestler,Wrestler,Wrestler,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete.martial_artist,5,OCCUPATIONS,Competes in wrestling.,0,1
OCC.sports.athletes.individual_sport_athlete.skier,Skier,Skier,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in skiing.,0,1
OCC.sports.athletes.individual_sport_athlete.swimmer,Swimmer,Swimmer,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in swimming.,0,1
OCC.sports.athletes.individual_sport_athlete.tennis_player,Tennis Player,Tennis Player,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Plays tennis.,0,1
OCC.sports.athletes.individual_sport_athlete.track_athlete,Track and Field Athlete,Track and Field Athlete,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in athletics events.,0,1
OCC.sports.athletes.individual_sport_athlete.track_athlete.marathon_runner,Marathon Runner,Marathon Runner,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete.track_athlete,5,OCCUPATIONS,Competes in long-distance road running.,0,1
OCC.sports.athletes.individual_sport_athlete.track_athlete.sprinter,Sprinter,Sprinter,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete.track_athlete,5,OCCUPATIONS,Competes in short-distance running.,0,1
OCC.sports.athletes.individual_sport_athlete.weightlifter,Weightlifter,Weightlifter,,OCCUPATION,OCC.sports.athletes.individual_sport_athlete,4,OCCUPATIONS,Competes in weightlifting.,0,1
OCC.sports.athletes.team_sport_athlete,Team Sport Athlete,Team Sport Athlete,,OCCUPATION,OCC.sports.athletes,3,OCCUPATIONS,Competes in team sports.,0,1
OCC.sports.athletes.team_sport_athlete.american_football_player,American Football Player,American Football Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays American football.,0,1
OCC.sports.athletes.team_sport_athlete.baseball_player,Baseball Player,Baseball Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays baseball.,0,1
OCC.sports.athletes.team_sport_athlete.basketball_player,Basketball Player,Basketball Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays basketball.,0,1
OCC.sports.athletes.team_sport_athlete.cricket_player,Cricket Player,Cricket Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays cricket.,0,1
OCC.sports.athletes.team_sport_athlete.footballer,Footballer,Footballer,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays association football.,0,1
OCC.sports.athletes.team_sport_athlete.ice_hockey_player,Ice Hockey Player,Ice Hockey Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays ice hockey.,0,1
OCC.sports.athletes.team_sport_athlete.rugby_player,Rugby Player,Rugby Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays rugby.,0,1
OCC.sports.athletes.team_sport_athlete.volleyball_player,Volleyball Player,Volleyball Player,,OCCUPATION,OCC.sports.athletes.team_sport_athlete,4,OCCUPATIONS,Plays volleyball.,0,1
OCC.sports.coaching,Coaching,Coaching,教练,OCCUPATION,OCC.sports,2,OCCUPATIONS,Occupations training and directing athletes.,0,1
OCC.sports.coaching.head_coach,Head Coach,Head Coach,,OCCUPATION,OCC.sports.coaching,3,OCCUPATIONS,Leads a sports team and its strategy.,0,1
OCC.sports.coaching.head_coach.assistant_coach,Assistant Coach,Assistant Coach,,OCCUPATION,OCC.sports.coaching.head_coach,4,OCCUPATIONS,Supports the head coach in training and strategy.,0,1
OCC.sports.coaching.skills_coach,Skills Coach,Skills Coach,,OCCUPATION,OCC.sports.coaching,3,OCCUPATIONS,Develops specific technical skills in athletes.,0,1
OCC.sports.coaching.skills_coach.swimming_coach,Swimming Coach,Swimming Coach,,OCCUPATION,OCC.sports.coaching.skills_coach,4,OCCUPATIONS,Trains competitive swimmers.,0,1
OCC.sports.coaching.skills_coach.tennis_coach,Tennis Coach,Tennis Coach,,OCCUPATION,OCC.sports.coaching.skills_coach,4,OCCUPATIONS,Trains tennis players.,0,1
OCC.sports.coaching.strength_and_conditioning_coach,Strength and Conditioning Coach,Strength and Conditioning Coach,,OCCUPATION,OCC.sports.coaching,3,OCCUPATIONS,Trains athletes in physical conditioning.,0,1
OCC.sports.fitness,Fitness and Recreation,Fitness and Recreation,健身与休闲,OCCUPATION,OCC.sports,2,OCCUPATIONS,Occupations leading fitness and recreational activities.,0,1
OCC.sports.fitness.group_fitness_instructor,Group Fitness Instructor,Group Fitness Instructor,,OCCUPATION,OCC.sports.fitness,3,OCCUPATIONS,Leads group exercise classes.,0,1
OCC.sports.fitness.group_fitness_instructor.aerobics_instructor,Aerobics Instructor,Aerobics Instructor,,OCCUPATION,OCC.sports.fitness.group_fitness_instructor,4,OCCUPATIONS,Leads aerobic exercise classes.,0,1
OCC.sports.fitness.group_fitness_instructor.pilates_instructor,Pilates Instructor,Pilates Instructor,,OCCUPATION,OCC.sports.fitness.group_fitness_instructor,4,OCCUPATIONS,Teaches Pilates exercise.,0,1
OCC.sports.fitness.group_fitness_instructor.yoga_instructor,Yoga Instructor,Yoga Instructor,,OCCUPATION,OCC.sports.fitness.group_fitness_instructor,4,OCCUPATIONS,Teaches yoga practice.,0,1
OCC.sports.fitness.lifeguard,Lifeguard,Lifeguard,,OCCUPATION,OCC.sports.fitness,3,OCCUPATIONS,Monitors swimmers and prevents aquatic accidents.,0,1
OCC.sports.fitness.outdoor_adventure_guide,Outdoor Adventure Guide,Outdoor Adventure Guide,,OCCUPATION,OCC.sports.fitness,3,OCCUPATIONS,Guides outdoor recreational expeditions.,0,1
OCC.sports.fitness.outdoor_adventure_guide.diving_instructor,Diving Instructor,Diving Instructor,,OCCUPATION,OCC.sports.fitness.outdoor_adventure_guide,4,OCCUPATIONS,Teaches and guides scuba diving.,0,1
OCC.sports.fitness.outdoor_adventure_guide.mountain_guide,Mountain Guide,Mountain Guide,,OCCUPATION,OCC.sports.fitness.outdoor_adventure_guide,4,OCCUPATIONS,Guides climbs and treks in mountains.,0,1
OCC.sports.fitness.outdoor_adventure_guide.ski_instructor,Ski Instructor,Ski Instructor,,OCCUPATION,OCC.sports.fitness.outdoor_adventure_guide,4,OCCUPATIONS,Teaches skiing.,0,1
OCC.sports.fitness.personal_trainer,Personal Trainer,Personal Trainer,,OCCUPATION,OCC.sports.fitness,3,OCCUPATIONS,Designs and delivers individual fitness programs.,0,1
OCC.sports.fitness.recreation_worker,Recreation Worker,Recreation Worker,,OCCUPATION,OCC.sports.fitness,3,OCCUPATIONS,Organizes and leads recreational activities.,0,1
OCC.sports.fitness.recreation_worker.camp_counselor,Camp Counselor,Camp Counselor,,OCCUPATION,OCC.sports.fitness.recreation_worker,4,OCCUPATIONS,Supervises and leads activities at camps.,0,1
OCC.sports.officiating,Sports Officiating,Sports Officiating,,OCCUPATION,OCC.sports,2,OCCUPATIONS,Occupations enforcing rules in competition.,0,1
OCC.sports.officiating.referee,Referee,Referee,,OCCUPATION,OCC.sports.officiating,3,OCCUPATIONS,Enforces rules during sports matches.,0,1
OCC.sports.officiating.referee.match_judge,Match Judge,Match Judge,,OCCUPATION,OCC.sports.officiating.referee,4,OCCUPATIONS,Scores and judges sports such as boxing and gymnastics.,0,1
OCC.sports.officiating.referee.umpire,Umpire,Umpire,,OCCUPATION,OCC.sports.officiating.referee,4,OCCUPATIONS,Officiates games such as baseball and cricket.,0,1
OCC.sports.officiating.video_assistant_referee,Video Assistant Referee,Video Assistant Referee,,OCCUPATION,OCC.sports.officiating,3,OCCUPATIONS,Reviews match incidents using video replay.,0,1
OCC.sports.sports_management,Sports Management and Support,Sports Management and Support,,OCCUPATION,OCC.sports,2,OCCUPATIONS,"Occupations managing teams, athletes and events.",0,1
OCC.sports.sports_management.athletic_director,Athletic Director,Athletic Director,,OCCUPATION,OCC.sports.sports_management,3,OCCUPATIONS,Oversees sports programs at an institution.,0,1
OCC.sports.sports_management.sports_agent,Sports Agent,Sports Agent,,OCCUPATION,OCC.sports.sports_management,3,OCCUPATIONS,Represents athletes and negotiates their contracts.,0,1
OCC.sports.sports_management.sports_scout,Sports Scout,Sports Scout,,OCCUPATION,OCC.sports.sports_management,3,OCCUPATIONS,Identifies and evaluates athletic talent.,0,1
OCC.sports.sports_management.sports_team_manager,Sports Team Manager,Sports Team Manager,,OCCUPATION,OCC.sports.sports_management,3,OCCUPATIONS,Manages the operations of a sports team.,0,1
OCC.trades,Manufacturing and Trades,Manufacturing and Trades,制造与技工,OCCUPATION,OCCUPATIONS,1,OCCUPATIONS,"Occupations producing, fabricating and repairing goods.",0,1
OCC.trades.assembly,Assembly and Production,Assembly and Production,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations assembling products and running production lines.,0,1
OCC.trades.assembly.assembler,Assembler,Assembler,,OCCUPATION,OCC.trades.assembly,3,OCCUPATIONS,Assembles components into finished products.,0,1
OCC.trades.assembly.assembler.electronics_assembler,Electronics Assembler,Electronics Assembler,,OCCUPATION,OCC.trades.assembly.assembler,4,OCCUPATIONS,Assembles electronic components and devices.,0,1
OCC.trades.assembly.machine_operator,Machine Operator,Machine Operator,,OCCUPATION,OCC.trades.assembly,3,OCCUPATIONS,Operates production machinery.,0,1
OCC.trades.assembly.machine_operator.cnc_operator,CNC Operator,CNC Operator,,OCCUPATION,OCC.trades.assembly.machine_operator,4,OCCUPATIONS,Operates computer-numerical-control machines.,0,1
OCC.trades.assembly.production_worker,Production Worker,Production Worker,,OCCUPATION,OCC.trades.assembly,3,OCCUPATIONS,Performs tasks on a production line.,0,1
OCC.trades.assembly.quality_control_inspector,Quality Control Inspector,Quality Control Inspector,,OCCUPATION,OCC.trades.assembly,3,OCCUPATIONS,Inspects products for defects and conformity.,0,1
OCC.trades.industrial_maintenance,Industrial Maintenance,Industrial Maintenance,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations maintaining industrial equipment and facilities.,0,1
OCC.trades.industrial_maintenance.hvac_technician,HVAC Technician,HVAC Technician,,OCCUPATION,OCC.trades.industrial_maintenance,3,OCCUPATIONS,Installs and services heating and cooling systems.,0,1
OCC.trades.industrial_maintenance.industrial_maintenance_technician,Industrial Maintenance Technician,Industrial Maintenance Technician,,OCCUPATION,OCC.trades.industrial_maintenance,3,OCCUPATIONS,Maintains and repairs factory equipment.,0,1
OCC.trades.industrial_maintenance.plant_maintenance_supervisor,Plant Maintenance Supervisor,Plant Maintenance Supervisor,,OCCUPATION,OCC.trades.industrial_maintenance,3,OCCUPATIONS,Oversees maintenance operations in a facility.,0,1
OCC.trades.machining,Machining and Metalworking,Machining and Metalworking,机加工与金属加工,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations shaping and joining metal.,0,1
OCC.trades.machining.blacksmith,Blacksmith,Blacksmith,铁匠,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Forges iron and steel by heating and hammering.,0,1
OCC.trades.machining.blacksmith.bladesmith,Bladesmith,Bladesmith,,OCCUPATION,OCC.trades.machining.blacksmith,4,OCCUPATIONS,Forges knives and blades.,0,1
OCC.trades.machining.boilermaker,Boilermaker,Boilermaker,,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Builds and repairs boilers and large vessels.,0,1
OCC.trades.machining.foundry_worker,Foundry Worker,Foundry Worker,,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Casts metal parts in foundries.,0,1
OCC.trades.machining.machinist,Machinist,Machinist,,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Operates machine tools to shape metal parts.,0,1
OCC.trades.machining.machinist.cnc_machinist,CNC Machinist,CNC Machinist,,OCCUPATION,OCC.trades.machining.machinist,4,OCCUPATIONS,Programs and operates computer-numerical-control machines.,0,1
OCC.trades.machining.machinist.tool_die_maker,Tool and Die Maker,Tool and Die Maker,,OCCUPATION,OCC.trades.machining.machinist,4,OCCUPATIONS,"Makes precision tools, dies and molds.",0,1
OCC.trades.machining.metal_fabricator,Metal Fabricator,Metal Fabricator,,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,"Cuts, bends and assembles metal components.",0,1
OCC.trades.machining.millwright,Millwright,Millwright,,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Installs and maintains industrial machinery.,0,1
OCC.trades.machining.sheet_metal_worker,Sheet Metal Worker,Sheet Metal Worker,,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Fabricates and installs sheet metal products.,0,1
OCC.trades.machining.welder,Welder,Welder,焊工,OCCUPATION,OCC.trades.machining,3,OCCUPATIONS,Joins metal parts using heat and pressure.,0,1
OCC.trades.machining.welder.pipe_welder,Pipe Welder,Pipe Welder,,OCCUPATION,OCC.trades.machining.welder,4,OCCUPATIONS,Welds pipes for industrial and plumbing systems.,0,1
OCC.trades.machining.welder.underwater_welder,Underwater Welder,Underwater Welder,,OCCUPATION,OCC.trades.machining.welder,4,OCCUPATIONS,Welds underwater structures.,0,1
OCC.trades.printing,Printing and Graphics,Printing and Graphics,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations in print production.,0,1
OCC.trades.printing.bookbinder,Bookbinder,Bookbinder,,OCCUPATION,OCC.trades.printing,3,OCCUPATIONS,Binds printed pages into books.,0,1
OCC.trades.printing.prepress_technician,Prepress Technician,Prepress Technician,,OCCUPATION,OCC.trades.printing,3,OCCUPATIONS,Prepares digital files for printing.,0,1
OCC.trades.printing.printing_press_operator,Printing Press Operator,Printing Press Operator,,OCCUPATION,OCC.trades.printing,3,OCCUPATIONS,Operates printing presses.,0,1
OCC.trades.printing.screen_printing_operator,Screen Printing Operator,Screen Printing Operator,,OCCUPATION,OCC.trades.printing,3,OCCUPATIONS,Prints designs using screen printing.,0,1
OCC.trades.process_ops,Chemical and Process Operations,Chemical and Process Operations,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations operating industrial chemical and process plants.,0,1
OCC.trades.process_ops.chemical_plant_operator,Chemical Plant Operator,Chemical Plant Operator,,OCCUPATION,OCC.trades.process_ops,3,OCCUPATIONS,Operates equipment that processes chemicals.,0,1
OCC.trades.process_ops.chemical_plant_operator.refinery_operator,Refinery Operator,Refinery Operator,,OCCUPATION,OCC.trades.process_ops.chemical_plant_operator,4,OCCUPATIONS,Operates petroleum refining units.,0,1
OCC.trades.process_ops.water_treatment_plant_operator,Water Treatment Plant Operator,Water Treatment Plant Operator,,OCCUPATION,OCC.trades.process_ops,3,OCCUPATIONS,Operates water and wastewater treatment facilities.,0,1
OCC.trades.repair,Electrical and Appliance Repair,Electrical and Appliance Repair,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations repairing equipment and appliances.,0,1
OCC.trades.repair.appliance_repair_technician,Appliance Repair Technician,Appliance Repair Technician,,OCCUPATION,OCC.trades.repair,3,OCCUPATIONS,Repairs household appliances.,0,1
OCC.trades.repair.electronics_repair_technician,Electronics Repair Technician,Electronics Repair Technician,,OCCUPATION,OCC.trades.repair,3,OCCUPATIONS,Diagnoses and repairs electronic devices.,0,1
OCC.trades.repair.small_engine_mechanic,Small Engine Mechanic,Small Engine Mechanic,,OCCUPATION,OCC.trades.repair,3,OCCUPATIONS,Repairs small engines such as lawnmowers.,0,1
OCC.trades.specialty_crafts,Specialty Craft Trades,Specialty Craft Trades,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations in specialized manual crafts.,0,1
OCC.trades.specialty_crafts.gunsmith,Gunsmith,Gunsmith,,OCCUPATION,OCC.trades.specialty_crafts,3,OCCUPATIONS,"Builds, repairs and customizes firearms.",0,1
OCC.trades.specialty_crafts.jeweler,Jeweler,Jeweler,,OCCUPATION,OCC.trades.specialty_crafts,3,OCCUPATIONS,Fabricates and repairs jewelry.,0,1
OCC.trades.specialty_crafts.leatherworker,Leatherworker,Leatherworker,,OCCUPATION,OCC.trades.specialty_crafts,3,OCCUPATIONS,Crafts goods from leather.,0,1
OCC.trades.specialty_crafts.locksmith,Locksmith,Locksmith,,OCCUPATION,OCC.trades.specialty_crafts,3,OCCUPATIONS,Installs and repairs locks and security hardware.,0,1
OCC.trades.specialty_crafts.watchmaker,Watchmaker,Watchmaker,,OCCUPATION,OCC.trades.specialty_crafts,3,OCCUPATIONS,Repairs and services watches and clocks.,0,1
OCC.trades.specialty_crafts.watchmaker.horologist,Horologist,Horologist,,OCCUPATION,OCC.trades.specialty_crafts.watchmaker,4,OCCUPATIONS,Studies and restores clocks and timepieces.,0,1
OCC.trades.textile_apparel,Textile and Apparel Production,Textile and Apparel Production,,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations making clothing and textiles.,0,1
OCC.trades.textile_apparel.pattern_maker,Pattern Maker,Pattern Maker,,OCCUPATION,OCC.trades.textile_apparel,3,OCCUPATIONS,Creates patterns for garment production.,0,1
OCC.trades.textile_apparel.shoemaker,Shoemaker,Shoemaker,,OCCUPATION,OCC.trades.textile_apparel,3,OCCUPATIONS,Makes and repairs shoes.,0,1
OCC.trades.textile_apparel.tailor,Tailor,Tailor,裁缝,OCCUPATION,OCC.trades.textile_apparel,3,OCCUPATIONS,Makes and alters garments to fit.,0,1
OCC.trades.textile_apparel.tailor.dressmaker,Dressmaker,Dressmaker,,OCCUPATION,OCC.trades.textile_apparel.tailor,4,OCCUPATIONS,Makes womens clothing to order.,0,1
OCC.trades.textile_apparel.textile_machine_operator,Textile Machine Operator,Textile Machine Operator,,OCCUPATION,OCC.trades.textile_apparel,3,OCCUPATIONS,Operates machinery that produces fabric.,0,1
OCC.trades.textile_apparel.upholsterer,Upholsterer,Upholsterer,,OCCUPATION,OCC.trades.textile_apparel,3,OCCUPATIONS,Covers furniture with fabric and padding.,0,1
OCC.trades.woodworking,Woodworking,Woodworking,木工,OCCUPATION,OCC.trades,2,OCCUPATIONS,Occupations crafting items from wood.,0,1
OCC.trades.woodworking.cabinetmaker,Cabinetmaker,Cabinetmaker,,OCCUPATION,OCC.trades.woodworking,3,OCCUPATIONS,Builds cabinets and fine furniture.,0,1
OCC.trades.woodworking.woodworker,Woodworker,Woodworker,,OCCUPATION,OCC.trades.woodworking,3,OCCUPATIONS,Crafts objects and structures from wood.,0,1
OCC.trades.woodworking.woodworker.furniture_finisher,Furniture Finisher,Furniture Finisher,,OCCUPATION,OCC.trades.woodworking.woodworker,4,OCCUPATIONS,Applies finishes to wooden furniture.,0,1
OCC.trades.woodworking.woodworker.luthier,Luthier,Luthier,,OCCUPATION,OCC.trades.woodworking.woodworker,4,OCCUPATIONS,Builds and repairs stringed musical instruments.,0,1
OCC.transport,Transportation and Logistics,Transportation and Logistics,交通与物流,OCCUPATION,OCCUPATIONS,1,OCCUPATIONS,"Occupations moving people and goods by land, sea and air.",0,1
OCC.transport.aviation,Aviation,Aviation,航空,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations operating and supporting aircraft.,0,1
OCC.transport.aviation.air_traffic_controller,Air Traffic Controller,Air Traffic Controller,,OCCUPATION,OCC.transport.aviation,3,OCCUPATIONS,Directs aircraft movement to prevent collisions.,0,1
OCC.transport.aviation.aircraft_mechanic,Aircraft Mechanic,Aircraft Mechanic,,OCCUPATION,OCC.transport.aviation,3,OCCUPATIONS,Inspects and repairs aircraft.,0,1
OCC.transport.aviation.aircraft_mechanic.avionics_technician,Avionics Technician,Avionics Technician,,OCCUPATION,OCC.transport.aviation.aircraft_mechanic,4,OCCUPATIONS,Maintains aircraft electronic systems.,0,1
OCC.transport.aviation.airline_pilot,Airline Pilot,Airline Pilot,,OCCUPATION,OCC.transport.aviation,3,OCCUPATIONS,Flies commercial passenger aircraft.,0,1
OCC.transport.aviation.airline_pilot.cargo_pilot,Cargo Pilot,Cargo Pilot,,OCCUPATION,OCC.transport.aviation.airline_pilot,4,OCCUPATIONS,Flies freight aircraft.,0,1
OCC.transport.aviation.flight_attendant,Flight Attendant,Flight Attendant,,OCCUPATION,OCC.transport.aviation,3,OCCUPATIONS,Ensures passenger safety and service aboard aircraft.,0,1
OCC.transport.logistics,Logistics and Warehousing,Logistics and Warehousing,,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations managing the movement and storage of goods.,0,1
OCC.transport.logistics.customs_broker,Customs Broker,Customs Broker,,OCCUPATION,OCC.transport.logistics,3,OCCUPATIONS,Facilitates customs clearance of imports and exports.,0,1
OCC.transport.logistics.dispatcher,Dispatcher,Dispatcher,,OCCUPATION,OCC.transport.logistics,3,OCCUPATIONS,Schedules and coordinates vehicles and drivers.,0,1
OCC.transport.logistics.freight_forwarder,Freight Forwarder,Freight Forwarder,,OCCUPATION,OCC.transport.logistics,3,OCCUPATIONS,Arranges the shipment of goods across transport modes.,0,1
OCC.transport.logistics.inventory_clerk,Inventory Clerk,Inventory Clerk,,OCCUPATION,OCC.transport.logistics,3,OCCUPATIONS,Tracks and manages stock levels.,0,1
OCC.transport.logistics.logistics_manager,Logistics Manager,Logistics Manager,,OCCUPATION,OCC.transport.logistics,3,OCCUPATIONS,Plans and coordinates the movement of goods.,0,1
OCC.transport.logistics.warehouse_worker,Warehouse Worker,Warehouse Worker,,OCCUPATION,OCC.transport.logistics,3,OCCUPATIONS,Handles goods in warehouses.,0,1
OCC.transport.logistics.warehouse_worker.forklift_operator,Forklift Operator,Forklift Operator,,OCCUPATION,OCC.transport.logistics.warehouse_worker,4,OCCUPATIONS,Operates forklifts to move materials.,0,1
OCC.transport.maritime,Maritime,Maritime,航运,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations operating and crewing ships.,0,1
OCC.transport.maritime.deck_officer,Deck Officer,Deck Officer,,OCCUPATION,OCC.transport.maritime,3,OCCUPATIONS,Manages deck operations and navigation watches.,0,1
OCC.transport.maritime.deckhand,Deckhand,Deckhand,,OCCUPATION,OCC.transport.maritime,3,OCCUPATIONS,Performs general duties aboard a vessel.,0,1
OCC.transport.maritime.longshoreman,Longshoreman,Longshoreman,,OCCUPATION,OCC.transport.maritime,3,OCCUPATIONS,Loads and unloads cargo at ports.,0,1
OCC.transport.maritime.ship_captain,Ship Captain,Ship Captain,,OCCUPATION,OCC.transport.maritime,3,OCCUPATIONS,Commands a ship and is responsible for it.,0,1
OCC.transport.maritime.ship_captain.harbor_pilot,Harbor Pilot,Harbor Pilot,,OCCUPATION,OCC.transport.maritime.ship_captain,4,OCCUPATIONS,Navigates ships through harbors and confined waters.,0,1
OCC.transport.maritime.ship_engineer,Ship Engineer,Ship Engineer,,OCCUPATION,OCC.transport.maritime,3,OCCUPATIONS,Operates and maintains a ship machinery.,0,1
OCC.transport.postal,Postal and Delivery Services,Postal and Delivery Services,,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations delivering mail and parcels.,0,1
OCC.transport.postal.mail_carrier,Mail Carrier,Mail Carrier,,OCCUPATION,OCC.transport.postal,3,OCCUPATIONS,Delivers mail on assigned routes.,0,1
OCC.transport.postal.postal_clerk,Postal Clerk,Postal Clerk,,OCCUPATION,OCC.transport.postal,3,OCCUPATIONS,Processes mail and serves customers at post offices.,0,1
OCC.transport.rail,Rail,Rail,铁路,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations operating and maintaining railways.,0,1
OCC.transport.rail.rail_signal_technician,Rail Signal Technician,Rail Signal Technician,,OCCUPATION,OCC.transport.rail,3,OCCUPATIONS,Maintains railway signaling and control systems.,0,1
OCC.transport.rail.station_master,Station Master,Station Master,,OCCUPATION,OCC.transport.rail,3,OCCUPATIONS,Manages a railway station and its operations.,0,1
OCC.transport.rail.train_conductor,Train Conductor,Train Conductor,,OCCUPATION,OCC.transport.rail,3,OCCUPATIONS,Manages train operations and passenger safety.,0,1
OCC.transport.rail.train_driver,Train Driver,Train Driver,,OCCUPATION,OCC.transport.rail,3,OCCUPATIONS,Operates locomotives and trains.,0,1
OCC.transport.road_transport,Road and Passenger Transport,Road and Passenger Transport,,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations driving and operating road vehicles.,0,1
OCC.transport.road_transport.bus_driver,Bus Driver,Bus Driver,,OCCUPATION,OCC.transport.road_transport,3,OCCUPATIONS,Drives buses for public or private transit.,0,1
OCC.transport.road_transport.bus_driver.school_bus_driver,School Bus Driver,School Bus Driver,,OCCUPATION,OCC.transport.road_transport.bus_driver,4,OCCUPATIONS,Transports students to and from school.,0,1
OCC.transport.road_transport.chauffeur,Chauffeur,Chauffeur,,OCCUPATION,OCC.transport.road_transport,3,OCCUPATIONS,Drives private clients in luxury vehicles.,0,1
OCC.transport.road_transport.delivery_driver,Delivery Driver,Delivery Driver,,OCCUPATION,OCC.transport.road_transport,3,OCCUPATIONS,Delivers packages and goods to customers.,0,1
OCC.transport.road_transport.delivery_driver.courier,Courier,Courier,,OCCUPATION,OCC.transport.road_transport.delivery_driver,4,OCCUPATIONS,Delivers documents and small parcels.,0,1
OCC.transport.road_transport.taxi_driver,Taxi Driver,Taxi Driver,,OCCUPATION,OCC.transport.road_transport,3,OCCUPATIONS,Drives passengers for hire.,0,1
OCC.transport.road_transport.truck_driver,Truck Driver,Truck Driver,卡车司机,OCCUPATION,OCC.transport.road_transport,3,OCCUPATIONS,Drives trucks to transport goods.,0,1
OCC.transport.road_transport.truck_driver.long_haul_truck_driver,Long Haul Truck Driver,Long Haul Truck Driver,,OCCUPATION,OCC.transport.road_transport.truck_driver,4,OCCUPATIONS,Drives long-distance freight routes.,0,1
OCC.transport.vehicle_maintenance,Vehicle Maintenance,Vehicle Maintenance,,OCCUPATION,OCC.transport,2,OCCUPATIONS,Occupations repairing and maintaining vehicles.,0,1
