:START_ID,:END_ID,:TYPE,relation,kind
PROD.industrial_goods.tools_and_hardware.hand_tools.wrenches,PROD.industrial_goods.tools_and_hardware.hand_tools,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.industrial_goods.tools_and_hardware.measuring_instruments,PROD.industrial_goods.tools_and_hardware,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.industrial_goods.tools_and_hardware.power_tools,PROD.industrial_goods.tools_and_hardware,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.industrial_goods.tools_and_hardware.power_tools.grinders,PROD.industrial_goods.tools_and_hardware.power_tools,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.industrial_goods.tools_and_hardware.power_tools.power_drills,PROD.industrial_goods.tools_and_hardware.power_tools,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.industrial_goods.tools_and_hardware.power_tools.power_saws,PROD.industrial_goods.tools_and_hardware.power_tools,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cloud_services,PROD.information_technology_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cloud_services,PROD.digital_products.software_as_a_service,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.information_technology_services.cloud_services.cloud_storage,PROD.information_technology_services.cloud_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cloud_services.cloud_storage,TECH.information_technology.cloud_computing.cloud_storage,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.information_technology_services.cloud_services.iaas,PROD.information_technology_services.cloud_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cloud_services.iaas,TECH.information_technology.cloud_computing.infrastructure_as_a_service,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.information_technology_services.cloud_services.paas,PROD.information_technology_services.cloud_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cloud_services.paas,TECH.information_technology.cloud_computing.platform_as_a_service,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.information_technology_services.cybersecurity_services,PROD.information_technology_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cybersecurity_services.penetration_testing,PROD.information_technology_services.cybersecurity_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.cybersecurity_services.penetration_testing,TECH.information_technology.cybersecurity.penetration_testing,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.information_technology_services.cybersecurity_services.security_monitoring,PROD.information_technology_services.cybersecurity_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.data_services,PROD.information_technology_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.data_services.business_intelligence,PROD.information_technology_services.data_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.data_services.business_intelligence,HK.data_science,APPLICATION_OF,APPLICATION_OF,explicit
PROD.information_technology_services.data_services.data_analytics,PROD.information_technology_services.data_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.data_services.data_analytics,HK.statistics,APPLICATION_OF,APPLICATION_OF,explicit
PROD.information_technology_services.data_services.data_analytics,HK.data_science,APPLICATION_OF,APPLICATION_OF,explicit
PROD.information_technology_services.it_consulting,PROD.information_technology_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.managed_it_services,PROD.information_technology_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.managed_it_services.it_support,PROD.information_technology_services.managed_it_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.software_development_services,PROD.information_technology_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.software_development_services.custom_software_development,PROD.information_technology_services.software_development_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.software_development_services.custom_software_development,PROD.digital_products.software,PRODUCES,PRODUCES,explicit
PROD.information_technology_services.software_development_services.mobile_app_development,PROD.information_technology_services.software_development_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.information_technology_services.software_development_services.mobile_app_development,PROD.digital_products.mobile_apps,PRODUCES,PRODUCES,explicit
PROD.information_technology_services.software_development_services.web_development,PROD.information_technology_services.software_development_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices,TECH.medical_technology.medical_devices,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.medical_devices,HK.medicine,APPLICATION_OF,APPLICATION_OF,explicit
PROD.medical_devices.assistive_devices,PROD.medical_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.assistive_devices.hearing_aids,PROD.medical_devices.assistive_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.assistive_devices.mobility_aids,PROD.medical_devices.assistive_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.assistive_devices.vision_aids,PROD.medical_devices.assistive_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices,PROD.medical_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices.imaging_equipment,PROD.medical_devices.diagnostic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices.imaging_equipment,HK.physics,APPLICATION_OF,APPLICATION_OF,explicit
PROD.medical_devices.diagnostic_devices.imaging_equipment.ct_scanners,PROD.medical_devices.diagnostic_devices.imaging_equipment,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices.imaging_equipment.mri_scanners,PROD.medical_devices.diagnostic_devices.imaging_equipment,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices.imaging_equipment.ultrasound_machines,PROD.medical_devices.diagnostic_devices.imaging_equipment,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices.in_vitro_diagnostics,PROD.medical_devices.diagnostic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.diagnostic_devices.in_vitro_diagnostics,TECH.medical_technology.in_vitro_diagnostics,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.medical_devices.diagnostic_devices.patient_monitors,PROD.medical_devices.diagnostic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.medical_consumables,PROD.medical_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.medical_consumables.surgical_sutures,PROD.medical_devices.medical_consumables,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.medical_consumables.syringes_and_needles,PROD.medical_devices.medical_consumables,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.medical_consumables.wound_care_products,PROD.medical_devices.medical_consumables,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices,PROD.medical_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices.dialysis_machines,PROD.medical_devices.therapeutic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices.drug_delivery_devices,PROD.medical_devices.therapeutic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices.implantable_devices,PROD.medical_devices.therapeutic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices.implantable_devices.pacemakers,PROD.medical_devices.therapeutic_devices.implantable_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices.implantable_devices.stents,PROD.medical_devices.therapeutic_devices.implantable_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.medical_devices.therapeutic_devices.surgical_instruments,PROD.medical_devices.therapeutic_devices,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.beauty_and_grooming,PROD.personal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.beauty_and_grooming.hair_styling,PROD.personal_services.beauty_and_grooming,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.beauty_and_grooming.massage_and_spa,PROD.personal_services.beauty_and_grooming,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.beauty_and_grooming.nail_care,PROD.personal_services.beauty_and_grooming,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.beauty_and_grooming.tattoo_and_piercing,PROD.personal_services.beauty_and_grooming,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.domestic_services,PROD.personal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.domestic_services.childcare,PROD.personal_services.domestic_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.domestic_services.elderly_care,PROD.personal_services.domestic_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.domestic_services.pet_care_services,PROD.personal_services.domestic_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.funeral_services,PROD.personal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.laundry_and_dry_cleaning,PROD.personal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.repair_and_maintenance_services,PROD.personal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.repair_and_maintenance_services.appliance_repair,PROD.personal_services.repair_and_maintenance_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.repair_and_maintenance_services.appliance_repair,PROD.consumer_goods.consumer_electronics.home_appliances,USES,USES,explicit
PROD.personal_services.repair_and_maintenance_services.automotive_repair,PROD.personal_services.repair_and_maintenance_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.repair_and_maintenance_services.automotive_repair,PROD.industrial_goods.components_and_parts.automotive_parts,USES,USES,explicit
PROD.personal_services.repair_and_maintenance_services.electronics_repair,PROD.personal_services.repair_and_maintenance_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.personal_services.repair_and_maintenance_services.electronics_repair,PROD.industrial_goods.components_and_parts.electronic_components,USES,USES,explicit
PROD.personal_services.repair_and_maintenance_services.tailoring_and_alterations,PROD.personal_services.repair_and_maintenance_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals,HK.pharmacy,APPLICATION_OF,APPLICATION_OF,explicit
PROD.pharmaceuticals.biologics,PROD.pharmaceuticals,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.biologics.gene_therapies,PROD.pharmaceuticals.biologics,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.biologics.gene_therapies,HK.biology,APPLICATION_OF,APPLICATION_OF,explicit
PROD.pharmaceuticals.biologics.monoclonal_antibodies,PROD.pharmaceuticals.biologics,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.biologics.vaccines,PROD.pharmaceuticals.biologics,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.biologics.vaccines,HK.public_health,APPLICATION_OF,APPLICATION_OF,explicit
PROD.pharmaceuticals.over_the_counter_drugs,PROD.pharmaceuticals,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.over_the_counter_drugs.antacids,PROD.pharmaceuticals.over_the_counter_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.over_the_counter_drugs.cough_and_cold_remedies,PROD.pharmaceuticals.over_the_counter_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.over_the_counter_drugs.pain_relievers,PROD.pharmaceuticals.over_the_counter_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs,PROD.pharmaceuticals,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs,HK.medicine,APPLICATION_OF,APPLICATION_OF,explicit
PROD.pharmaceuticals.prescription_drugs.analgesics,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs.antibiotics,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs.antivirals,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs.cardiovascular_drugs,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs.diabetes_drugs,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs.oncology_drugs,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.prescription_drugs.psychiatric_drugs,PROD.pharmaceuticals.prescription_drugs,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.traditional_medicines,PROD.pharmaceuticals,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.traditional_medicines.ayurvedic_medicine,PROD.pharmaceuticals.traditional_medicines,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.traditional_medicines.herbal_medicines,PROD.pharmaceuticals.traditional_medicines,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.traditional_medicines.traditional_chinese_medicine,PROD.pharmaceuticals.traditional_medicines,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.pharmaceuticals.veterinary_drugs,PROD.pharmaceuticals,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.accounting_and_audit,PROD.professional_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.accounting_and_audit,HK.accounting,APPLICATION_OF,APPLICATION_OF,explicit
PROD.professional_services.accounting_and_audit.bookkeeping,PROD.professional_services.accounting_and_audit,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.accounting_and_audit.financial_audit,PROD.professional_services.accounting_and_audit,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.accounting_and_audit.tax_services,PROD.professional_services.accounting_and_audit,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.architecture_and_design_services,PROD.professional_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.architecture_and_design_services,HK.architecture,APPLICATION_OF,APPLICATION_OF,explicit
PROD.professional_services.architecture_and_design_services.interior_design,PROD.professional_services.architecture_and_design_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.architecture_and_design_services.landscape_architecture,PROD.professional_services.architecture_and_design_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.consulting,PROD.professional_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.consulting.management_consulting,PROD.professional_services.consulting,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.engineering_services,PROD.professional_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.engineering_services,HK.engineering,APPLICATION_OF,APPLICATION_OF,explicit
PROD.professional_services.engineering_services.civil_engineering_services,PROD.professional_services.engineering_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.legal_services,PROD.professional_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.legal_services,HK.law,APPLICATION_OF,APPLICATION_OF,explicit
PROD.professional_services.legal_services.corporate_law,PROD.professional_services.legal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.legal_services.intellectual_property_law,PROD.professional_services.legal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.legal_services.litigation,PROD.professional_services.legal_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.marketing_and_advertising_services,PROD.professional_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.marketing_and_advertising_services.digital_marketing,PROD.professional_services.marketing_and_advertising_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.marketing_and_advertising_services.digital_marketing,PROD.digital_products.mobile_apps.social_media_apps,USES,USES,explicit
PROD.professional_services.marketing_and_advertising_services.market_research,PROD.professional_services.marketing_and_advertising_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.professional_services.marketing_and_advertising_services.public_relations,PROD.professional_services.marketing_and_advertising_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.freight_transport,PROD.transport_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.freight_transport.air_freight,PROD.transport_services.freight_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.freight_transport.rail_freight,PROD.transport_services.freight_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.freight_transport.road_freight,PROD.transport_services.freight_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.freight_transport.sea_freight,PROD.transport_services.freight_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.logistics_services,PROD.transport_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.logistics_services.courier_and_delivery,PROD.transport_services.logistics_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.logistics_services.freight_forwarding,PROD.transport_services.logistics_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.logistics_services.warehousing,PROD.transport_services.logistics_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.passenger_transport,PROD.transport_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.passenger_transport.air_travel,PROD.transport_services.passenger_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.passenger_transport.public_transit,PROD.transport_services.passenger_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.passenger_transport.rail_passenger,PROD.transport_services.passenger_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.passenger_transport.ride_hailing,PROD.transport_services.passenger_transport,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.transport_services.postal_services,PROD.transport_services,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles,PRODUCTS_AND_SERVICES,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles,HK.engineering,APPLICATION_OF,APPLICATION_OF,explicit
PROD.vehicles.aircraft,PROD.vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.aircraft.airliners,PROD.vehicles.aircraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.aircraft.airliners,PROD.energy_products.fossil_fuels.petroleum.jet_fuel,CONSUMES,CONSUMES,explicit
PROD.vehicles.aircraft.business_jets,PROD.vehicles.aircraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.aircraft.drones,PROD.vehicles.aircraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.aircraft.helicopters,PROD.vehicles.aircraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.military_vehicles,PROD.vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.military_vehicles.armored_vehicles,PROD.vehicles.military_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.military_vehicles.fighter_aircraft,PROD.vehicles.military_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.military_vehicles.submarines,PROD.vehicles.military_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.military_vehicles.tanks,PROD.vehicles.military_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.military_vehicles.warships,PROD.vehicles.military_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles,PROD.vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles.freight_wagons,PROD.vehicles.rail_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles.high_speed_trains,PROD.vehicles.rail_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles.locomotives,PROD.vehicles.rail_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles.metro_cars,PROD.vehicles.rail_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles.steam_locomotives,PROD.vehicles.rail_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.rail_vehicles.steam_locomotives,PROD.vehicles.rail_vehicles.locomotives,HISTORICAL_SUCCESSOR,HISTORICAL_SUCCESSOR,explicit
PROD.vehicles.rail_vehicles.trams,PROD.vehicles.rail_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles,PROD.vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.bicycles,PROD.vehicles.road_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.bicycles.e_bikes,PROD.vehicles.road_vehicles.bicycles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.bicycles.mountain_bikes,PROD.vehicles.road_vehicles.bicycles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.bicycles.road_bikes,PROD.vehicles.road_vehicles.bicycles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.commercial_vehicles,PROD.vehicles.road_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.commercial_vehicles.buses,PROD.vehicles.road_vehicles.commercial_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.commercial_vehicles.trucks,PROD.vehicles.road_vehicles.commercial_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.commercial_vehicles.trucks,PROD.energy_products.fossil_fuels.petroleum.diesel_fuel,CONSUMES,CONSUMES,explicit
PROD.vehicles.road_vehicles.commercial_vehicles.vans,PROD.vehicles.road_vehicles.commercial_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.motorcycles,PROD.vehicles.road_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.motorcycles.scooters,PROD.vehicles.road_vehicles.motorcycles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.passenger_cars,PROD.vehicles.road_vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.passenger_cars,PROD.energy_products.fossil_fuels.petroleum.gasoline,CONSUMES,CONSUMES,explicit
PROD.vehicles.road_vehicles.passenger_cars.hatchbacks,PROD.vehicles.road_vehicles.passenger_cars,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.passenger_cars.sedans,PROD.vehicles.road_vehicles.passenger_cars,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.passenger_cars.sports_cars,PROD.vehicles.road_vehicles.passenger_cars,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.road_vehicles.passenger_cars.suvs,PROD.vehicles.road_vehicles.passenger_cars,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.spacecraft,PROD.vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.spacecraft,TECH.space_technology.spacecraft,OVERLAPS_WITH,OVERLAPS_WITH,explicit
PROD.vehicles.spacecraft.launch_vehicles,PROD.vehicles.spacecraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.spacecraft.satellites,PROD.vehicles.spacecraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.spacecraft.space_probes,PROD.vehicles.spacecraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.spacecraft.space_stations,PROD.vehicles.spacecraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft,PROD.vehicles,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.cargo_ships,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.container_ships,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.cruise_ships,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.ferries,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.fishing_vessels,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.motorboats,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.sailboats,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.tankers,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
PROD.vehicles.watercraft.yachts,PROD.vehicles.watercraft,SUBTYPE_OF,SUBTYPE_OF,parent
ROLE.age_life_stage,SOCIAL_ROLES,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage,HK.demography,RELATED_TO,RELATED_TO,explicit
ROLE.age_life_stage,HK.psychology,RELATED_TO,RELATED_TO,explicit
ROLE.age_life_stage.adulthood,ROLE.age_life_stage,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.adulthood.adult,ROLE.age_life_stage.adulthood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.adulthood.elder,ROLE.age_life_stage.adulthood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.adulthood.retiree,ROLE.age_life_stage.adulthood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.adulthood.senior_citizen,ROLE.age_life_stage.adulthood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.adulthood.young_adult,ROLE.age_life_stage.adulthood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.childhood,ROLE.age_life_stage,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.childhood.adolescent,ROLE.age_life_stage.childhood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.childhood.child,ROLE.age_life_stage.childhood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.childhood.child,ROLE.family_kinship.child,OVERLAPS_WITH,OVERLAPS_WITH,explicit
ROLE.age_life_stage.childhood.infant,ROLE.age_life_stage.childhood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.childhood.toddler,ROLE.age_life_stage.childhood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.childhood.youth,ROLE.age_life_stage.childhood,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
ROLE.age_life_stage.life_transition,ROLE.age_life_stage,SPECIALIZATION_OF,SPECIALIZATION_OF,parent
